row_type,yr,service_category,subcategory,type_of_service,service_group,dual_status,age_band,sex,allowed,pc_allowed,ab_mm,pd_mm
spend,2019,Long-Term Care,Hospice,n/a,,Dual,85+,Male,17373.0,,,
spend,2019,Long-Term Care,Hospice,n/a,,Non-dual,65-74,Female,278223.67,,,
spend,2019,Professional,Services at home,Unclassified,,Non-dual,<65,Male,9215.51,,,
spend,2019,Retail Pharmacy,Prescription drugs (Part D),n/a,,Dual,85+,Male,406356.91,,,
spend,2019,Professional,Nursing facility / hospice setting,Exceptions/unclassified,,Non-dual,65-74,Female,2100.51,,,
spend,2019,Professional,Nursing facility / hospice setting,Unclassified,,Dual,<65,Male,1430.86,,,
spend,2019,Inpatient Hospital,Acute care hospital,n/a,,Dual,65-74,Female,512279.46,,,
spend,2019,Professional,Services at home,Exceptions/unclassified,,Non-dual,<65,Male,0.0,,,
spend,2019,Professional,Home health,n/a,,Non-dual,65-74,Male,128042.79,,,
spend,2019,Professional,Nursing facility / hospice setting,Exceptions/unclassified,,Non-dual,65-74,Male,0.0,,,
spend,2019,Professional,Home health,n/a,,Dual,75-84,Male,21635.86,,,
spend,2019,Professional,Home health,n/a,,Dual,65-74,Female,19270.14,,,
spend,2019,Other,Durable medical equipment,n/a,,Dual,75-84,Male,503.84,,,
spend,2019,Outpatient Hospital,Hospital outpatient,n/a,,Non-dual,65-74,Female,6818599.81,,,
spend,2019,Professional,Home health,n/a,,Non-dual,65-74,Female,73228.58,,,
spend,2019,Professional,Office (incl. telehealth),E&M,,Non-dual,<65,Male,234284.65,,,
spend,2019,Professional,Office (incl. telehealth),E&M,,Non-dual,65-74,Male,82249.98,,,
spend,2019,Professional,Office (incl. telehealth),E&M,,Non-dual,65-74,Female,32232.5,,,
spend,2019,Outpatient Hospital,Hospital outpatient,n/a,,Non-dual,65-74,Male,5732642.9,,,
spend,2019,Professional,Services at home,Unclassified,,Non-dual,<65,Female,10518.45,,,
spend,2019,Retail Pharmacy,Prescription drugs (Part D),n/a,,Non-dual,85+,Male,1176777.91,,,
spend,2019,Professional,Nursing facility / hospice setting,E&M,,Non-dual,65-74,Male,620.44,,,
spend,2019,Long-Term Care,Skilled nursing facility,n/a,,Dual,85+,Male,5774.11,,,
spend,2019,Long-Term Care,Skilled nursing facility,n/a,,Dual,75-84,Female,143470.06,,,
spend,2019,Outpatient Hospital,Hospital outpatient,n/a,,Non-dual,<65,Female,25452355.49,,,
spend,2019,Professional,Home health,n/a,,Dual,65-74,Male,49189.7,,,
spend,2019,Professional,Nursing facility / hospice setting,Exceptions/unclassified,,Non-dual,<65,Male,0.0,,,
spend,2019,Long-Term Care,Skilled nursing facility,n/a,,Dual,<65,Female,111407.73,,,
spend,2019,Long-Term Care,Skilled nursing facility,n/a,,Dual,85+,Female,14877.48,,,
spend,2019,Long-Term Care,Skilled nursing facility,n/a,,Dual,65-74,Female,120673.23,,,
spend,2019,Professional,Office (incl. telehealth),E&M,,Dual,65-74,Male,25093.17,,,
spend,2019,Outpatient Hospital,Hospital outpatient,n/a,,Non-dual,<65,Male,11482028.93,,,
spend,2019,Long-Term Care,Skilled nursing facility,n/a,,Non-dual,<65,Female,218373.02,,,
spend,2019,Professional,Office (incl. telehealth),Exceptions/unclassified,,Non-dual,75-84,Female,12199.94,,,
spend,2019,Long-Term Care,Skilled nursing facility,n/a,,Dual,65-74,Male,153586.88,,,
spend,2019,Retail Pharmacy,Prescription drugs (Part D),n/a,,Non-dual,85+,Female,589279.1,,,
spend,2019,Professional,Urgent care,E&M,,Non-dual,75-84,Female,6097.1,,,
spend,2019,Professional,Inpatient/outpatient hospital setting,Imaging,,Non-dual,65-74,Female,606.1,,,
spend,2019,Professional,Services at home,Unclassified,,Non-dual,65-74,Male,1848.77,,,
spend,2019,Long-Term Care,Skilled nursing facility,n/a,,Dual,<65,Male,107306.93,,,
spend,2019,Professional,Nursing facility / hospice setting,Exceptions/unclassified,,Non-dual,85+,Male,0.0,,,
spend,2019,Long-Term Care,Skilled nursing facility,n/a,,Dual,75-84,Male,149613.39,,,
spend,2019,Professional,Office (incl. telehealth),E&M,,Non-dual,85+,Male,13668.5,,,
spend,2019,Professional,Office (incl. telehealth),Exceptions/unclassified,,Dual,<65,Male,30956.49,,,
spend,2019,Professional,Office (incl. telehealth),E&M,,Non-dual,75-84,Male,44335.19,,,
spend,2019,Professional,Office (incl. telehealth),Exceptions/unclassified,,Non-dual,<65,Female,72431.27,,,
spend,2019,Professional,Nursing facility / hospice setting,Unclassified,,Non-dual,75-84,Male,12215.83,,,
spend,2019,Professional,Services at home,E&M,,Non-dual,<65,Female,468.2,,,
spend,2019,Retail Pharmacy,Prescription drugs (Part D),n/a,,Dual,85+,Female,316731.63,,,
spend,2019,Professional,Office (incl. telehealth),Unclassified,,Dual,65-74,Male,478983.22,,,
spend,2019,Long-Term Care,Skilled nursing facility,n/a,,Non-dual,<65,Male,338284.83,,,
spend,2019,Professional,Office (incl. telehealth),E&M,,Non-dual,85+,Female,19899.34,,,
spend,2019,Professional,Home health,n/a,,Non-dual,<65,Female,15465.29,,,
spend,2019,Professional,Office (incl. telehealth),Exceptions/unclassified,,Non-dual,75-84,Male,7690.7,,,
spend,2019,Other,Durable medical equipment,n/a,,Non-dual,<65,Female,4575.83,,,
spend,2019,Other,Durable medical equipment,n/a,,Dual,65-74,Male,974.94,,,
spend,2019,Professional,Services at home,Exceptions/unclassified,,Non-dual,85+,Female,0.0,,,
spend,2019,Other,Durable medical equipment,n/a,,Dual,75-84,Female,477.53,,,
spend,2019,Professional,Office (incl. telehealth),E&M,,Dual,65-74,Female,16292.82,,,
spend,2019,Professional,Nursing facility / hospice setting,Unclassified,,Non-dual,75-84,Female,1325.52,,,
spend,2019,Professional,Inpatient/outpatient hospital setting,Exceptions/unclassified,,Non-dual,65-74,Male,1294.49,,,
spend,2019,Professional,Services at home,Exceptions/unclassified,,Non-dual,85+,Male,0.0,,,
spend,2019,Professional,Nursing facility / hospice setting,Exceptions/unclassified,,Dual,<65,Male,0.0,,,
spend,2019,Professional,Nursing facility / hospice setting,Exceptions/unclassified,,Non-dual,<65,Female,0.0,,,
spend,2019,Long-Term Care,Hospice,n/a,,Dual,75-84,Male,136247.96,,,
spend,2019,Professional,Nursing facility / hospice setting,E&M,,Dual,<65,Male,507.0,,,
spend,2019,Professional,Office (incl. telehealth),Exceptions/unclassified,,Non-dual,85+,Female,2641.35,,,
spend,2019,Long-Term Care,Hospice,n/a,,Non-dual,85+,Female,81454.66,,,
spend,2019,Retail Pharmacy,Prescription drugs (Part D),n/a,,Non-dual,65-74,Male,1068120.89,,,
spend,2019,Professional,Inpatient/outpatient hospital setting,E&M,,Non-dual,65-74,Female,1663.53,,,
spend,2019,Professional,Urgent care,Exceptions/unclassified,,Dual,85+,Female,0.0,,,
spend,2019,Professional,Services at home,Unclassified,,Non-dual,65-74,Female,2492.82,,,
spend,2019,Long-Term Care,Hospice,n/a,,Dual,65-74,Female,144289.05,,,
spend,2019,Long-Term Care,Hospice,n/a,,Dual,65-74,Male,68546.58,,,
spend,2019,Professional,Office (incl. telehealth),Unclassified,,Non-dual,85+,Male,463511.1,,,
spend,2019,Professional,Services at home,Exceptions/unclassified,,Dual,75-84,Male,0.0,,,
spend,2019,Other,Durable medical equipment,n/a,,Dual,65-74,Female,1195.37,,,
spend,2019,Long-Term Care,Hospice,n/a,,Non-dual,85+,Male,3796.16,,,
spend,2019,Long-Term Care,Hospice,n/a,,Dual,75-84,Female,33085.83,,,
spend,2019,Professional,Services at home,Unclassified,,Dual,<65,Male,2585.47,,,
spend,2019,Professional,Services at home,E&M,,Non-dual,65-74,Male,615.85,,,
spend,2019,Professional,Services at home,Exceptions/unclassified,,Non-dual,<65,Female,0.0,,,
spend,2019,Other,Durable medical equipment,n/a,,Non-dual,65-74,Male,3441.22,,,
spend,2019,Professional,Urgent care,E&M,,Dual,85+,Female,4310.95,,,
spend,2019,Professional,Nursing facility / hospice setting,Unclassified,,Dual,85+,Female,1365.34,,,
spend,2019,Professional,Services at home,Unclassified,,Non-dual,75-84,Female,1952.7,,,
spend,2019,Professional,Services at home,Exceptions/unclassified,,Non-dual,75-84,Female,0.0,,,
spend,2019,Professional,Urgent care,E&M,,Non-dual,<65,Female,3927.24,,,
spend,2019,Professional,Inpatient/outpatient hospital setting,E&M,,Dual,<65,Female,472.9,,,
spend,2019,Other,Durable medical equipment,n/a,,Dual,<65,Male,2204.31,,,
spend,2019,Professional,Services at home,E&M,,Non-dual,<65,Male,1845.1,,,
spend,2019,Professional,Services at home,Unclassified,,Non-dual,85+,Female,3119.14,,,
spend,2019,Professional,Office (incl. telehealth),Exceptions/unclassified,,Non-dual,65-74,Male,30766.88,,,
spend,2019,Professional,Inpatient/outpatient hospital setting,Imaging,,Non-dual,<65,Male,2224.99,,,
spend,2019,Professional,Services at home,Unclassified,,Non-dual,85+,Male,861.31,,,
spend,2019,Other,Durable medical equipment,n/a,,Non-dual,75-84,Female,1155.98,,,
spend,2019,Professional,Nursing facility / hospice setting,Unclassified,,Non-dual,<65,Male,35091.84,,,
spend,2019,Professional,Urgent care,E&M,,Non-dual,<65,Male,34840.01,,,
spend,2019,Professional,Urgent care,E&M,,Non-dual,75-84,Male,6759.0,,,
spend,2019,Professional,Urgent care,Unclassified,,Dual,65-74,Male,118213.96,,,
spend,2019,Professional,Urgent care,E&M,,Dual,65-74,Male,3924.0,,,
spend,2019,Retail Pharmacy,Prescription drugs (Part D),n/a,,Dual,<65,Male,483524.22,,,
spend,2019,Other,Durable medical equipment,n/a,,Dual,<65,Female,2004.9,,,
spend,2019,Professional,Services at home,Exceptions/unclassified,,Dual,<65,Male,0.0,,,
spend,2019,Other,Durable medical equipment,n/a,,Dual,85+,Female,330.94,,,
spend,2019,Professional,Office (incl. telehealth),Unclassified,,Non-dual,65-74,Female,1432536.81,,,
spend,2019,Other,Durable medical equipment,n/a,,Non-dual,85+,Male,707.04,,,
spend,2019,Professional,Office (incl. telehealth),Exceptions/unclassified,,Dual,65-74,Female,4219.13,,,
spend,2019,Other,Durable medical equipment,n/a,,Non-dual,85+,Female,682.48,,,
spend,2019,Professional,Urgent care,Exceptions/unclassified,,Dual,<65,Female,0.0,,,
spend,2019,Other,Durable medical equipment,n/a,,Dual,85+,Male,289.62,,,
spend,2019,Professional,Urgent care,Unclassified,,Dual,<65,Female,79520.99,,,
spend,2019,Other,Durable medical equipment,n/a,,Non-dual,65-74,Female,2910.26,,,
spend,2019,Professional,Urgent care,E&M,,Dual,<65,Female,12836.26,,,
spend,2019,Professional,Inpatient/outpatient hospital setting,E&M,,Non-dual,65-74,Male,370.2,,,
spend,2019,Professional,Office (incl. telehealth),Exceptions/unclassified,,Dual,75-84,Male,6889.78,,,
spend,2019,Professional,Urgent care,Unclassified,,Dual,85+,Female,43579.94,,,
spend,2019,Retail Pharmacy,Prescription drugs (Part D),n/a,,Non-dual,<65,Female,1243770.4,,,
spend,2019,Other,Durable medical equipment,n/a,,Non-dual,75-84,Male,1245.11,,,
spend,2019,Retail Pharmacy,Prescription drugs (Part D),n/a,,Non-dual,<65,Male,1474299.96,,,
spend,2019,Professional,Office (incl. telehealth),Unclassified,,Non-dual,<65,Female,2655632.21,,,
spend,2019,Professional,Office (incl. telehealth),E&M,,Non-dual,<65,Female,116911.96,,,
spend,2019,Inpatient Hospital,Acute care hospital,n/a,,Non-dual,<65,Female,2972354.3,,,
spend,2019,Inpatient Hospital,Acute care hospital,n/a,,Non-dual,65-74,Male,1420300.36,,,
spend,2019,Professional,Nursing facility / hospice setting,Exceptions/unclassified,,Non-dual,75-84,Female,0.0,,,
spend,2019,Professional,Inpatient/outpatient hospital setting,E&M,,Non-dual,75-84,Male,600.5,,,
spend,2019,Professional,Office (incl. telehealth),Exceptions/unclassified,,Dual,<65,Female,22064.79,,,
spend,2019,Professional,Inpatient/outpatient hospital setting,Unclassified,,Dual,85+,Male,3521.45,,,
spend,2019,Inpatient Hospital,Acute care hospital,n/a,,Dual,<65,Female,922861.89,,,
spend,2019,Inpatient Hospital,Acute care hospital,n/a,,Non-dual,<65,Male,2617314.63,,,
spend,2019,Professional,Inpatient/outpatient hospital setting,Imaging,,Non-dual,75-84,Male,485.85,,,
spend,2019,Inpatient Hospital,Acute care hospital,n/a,,Non-dual,65-74,Female,1860344.32,,,
spend,2019,Professional,Urgent care,Exceptions/unclassified,,Dual,65-74,Male,0.0,,,
spend,2019,Professional,Inpatient/outpatient hospital setting,Exceptions/unclassified,,Non-dual,<65,Male,2986.68,,,
spend,2019,Professional,Office (incl. telehealth),Unclassified,,Dual,<65,Female,877107.86,,,
spend,2019,Inpatient Hospital,Acute care hospital,n/a,,Non-dual,75-84,Female,449346.31,,,
spend,2019,Inpatient Hospital,Acute care hospital,n/a,,Non-dual,75-84,Male,1185833.19,,,
spend,2019,Professional,Services at home,Unclassified,,Dual,<65,Female,737.43,,,
spend,2019,Professional,Inpatient/outpatient hospital setting,Unclassified,,Non-dual,85+,Male,24210.21,,,
spend,2019,Inpatient Hospital,Acute care hospital,n/a,,Dual,75-84,Male,368874.45,,,
spend,2019,Retail Pharmacy,Prescription drugs (Part D),n/a,,Dual,<65,Female,501970.14,,,
spend,2019,Professional,Urgent care,Unclassified,,Dual,75-84,Female,61811.97,,,
spend,2019,Professional,Inpatient/outpatient hospital setting,Unclassified,,Non-dual,75-84,Male,115687.8,,,
spend,2019,Professional,Urgent care,Exceptions/unclassified,,Non-dual,<65,Male,10742.97,,,
spend,2019,Inpatient Hospital,Acute care hospital,n/a,,Dual,75-84,Female,268651.51,,,
spend,2019,Professional,Office (incl. telehealth),Unclassified,,Dual,65-74,Female,450946.76,,,
spend,2019,Professional,Office (incl. telehealth),Exceptions/unclassified,,Dual,75-84,Female,2304.26,,,
spend,2019,Professional,Office (incl. telehealth),Unclassified,,Dual,75-84,Female,313423.38,,,
spend,2019,Professional,Inpatient/outpatient hospital setting,Unclassified,,Dual,75-84,Female,27122.31,,,
spend,2019,Professional,Inpatient/outpatient hospital setting,Unclassified,,Dual,<65,Female,64041.19,,,
spend,2019,Professional,Inpatient/outpatient hospital setting,Imaging,,Non-dual,85+,Female,514.1,,,
spend,2019,Professional,Urgent care,Unclassified,,Non-dual,75-84,Female,202722.01,,,
spend,2019,Professional,Office (incl. telehealth),Exceptions/unclassified,,Non-dual,65-74,Female,16350.03,,,
spend,2019,Professional,Office (incl. telehealth),Unclassified,,Non-dual,65-74,Male,1587039.26,,,
spend,2019,Professional,Urgent care,Unclassified,,Dual,75-84,Male,162769.97,,,
spend,2019,Outpatient Hospital,Hospital outpatient,n/a,,Dual,75-84,Male,981370.51,,,
spend,2019,Professional,Urgent care,Exceptions/unclassified,,Non-dual,75-84,Male,0.0,,,
spend,2019,Professional,Services at home,Exceptions/unclassified,,Non-dual,65-74,Male,0.0,,,
spend,2019,Professional,Urgent care,Exceptions/unclassified,,Non-dual,75-84,Female,0.0,,,
spend,2019,Other,Durable medical equipment,n/a,,Non-dual,<65,Male,6752.58,,,
spend,2019,Professional,Office (incl. telehealth),Exceptions/unclassified,,Dual,85+,Female,2025.01,,,
spend,2019,Professional,Urgent care,E&M,,Non-dual,65-74,Male,13653.45,,,
spend,2019,Professional,Office (incl. telehealth),Unclassified,,Dual,75-84,Male,243242.81,,,
spend,2019,Professional,Nursing facility / hospice setting,E&M,,Non-dual,75-84,Male,620.44,,,
spend,2019,Professional,Inpatient/outpatient hospital setting,Exceptions/unclassified,,Non-dual,75-84,Male,1206.6,,,
spend,2019,Outpatient Hospital,Hospital outpatient,n/a,,Non-dual,75-84,Male,2851971.63,,,
spend,2019,Outpatient Hospital,Hospital outpatient,n/a,,Dual,65-74,Female,1702678.93,,,
spend,2019,Professional,Urgent care,E&M,,Non-dual,85+,Male,1807.1,,,
spend,2019,Professional,Office (incl. telehealth),Exceptions/unclassified,,Dual,65-74,Male,7119.55,,,
spend,2019,Professional,Urgent care,Unclassified,,Dual,85+,Male,57929.09,,,
spend,2019,Professional,Inpatient/outpatient hospital setting,Unclassified,,Dual,<65,Male,111410.54,,,
spend,2019,Professional,Services at home,Exceptions/unclassified,,Dual,<65,Female,0.0,,,
spend,2019,Professional,Office (incl. telehealth),Unclassified,,Dual,85+,Female,154991.96,,,
spend,2019,Professional,Urgent care,Exceptions/unclassified,,Dual,75-84,Female,0.0,,,
spend,2019,Professional,Nursing facility / hospice setting,Exceptions/unclassified,,Non-dual,85+,Female,0.0,,,
spend,2019,Professional,Inpatient/outpatient hospital setting,Imaging,,Dual,65-74,Male,740.4,,,
spend,2019,Outpatient Hospital,Hospital outpatient,n/a,,Dual,75-84,Female,882982.67,,,
spend,2019,Outpatient Hospital,Hospital outpatient,n/a,,Non-dual,75-84,Female,2141681.81,,,
spend,2019,Professional,Urgent care,Exceptions/unclassified,,Dual,85+,Male,0.0,,,
spend,2019,Outpatient Hospital,Hospital outpatient,n/a,,Dual,85+,Female,552007.73,,,
spend,2019,Professional,Office (incl. telehealth),Unclassified,,Dual,<65,Male,980275.75,,,
spend,2019,Outpatient Hospital,Hospital outpatient,n/a,,Dual,85+,Male,466707.78,,,
spend,2019,Professional,Urgent care,Unclassified,,Non-dual,75-84,Male,152919.25,,,
spend,2019,Professional,Inpatient/outpatient hospital setting,Unclassified,,Non-dual,75-84,Female,156006.88,,,
spend,2019,Professional,Office (incl. telehealth),E&M,,Dual,85+,Male,9111.73,,,
spend,2019,Professional,Urgent care,Exceptions/unclassified,,Dual,75-84,Male,0.0,,,
spend,2019,Professional,Office (incl. telehealth),E&M,,Dual,85+,Female,5127.23,,,
spend,2019,Professional,Nursing facility / hospice setting,Unclassified,,Non-dual,85+,Female,1758.76,,,
spend,2019,Professional,Office (incl. telehealth),Exceptions/unclassified,,Dual,85+,Male,2483.85,,,
spend,2019,Professional,Services at home,Exceptions/unclassified,,Non-dual,65-74,Female,0.0,,,
spend,2019,Professional,Office (incl. telehealth),E&M,,Non-dual,75-84,Female,22754.52,,,
spend,2019,Professional,Inpatient/outpatient hospital setting,Exceptions/unclassified,,Non-dual,65-74,Female,1596.3,,,
spend,2019,Professional,Inpatient/outpatient hospital setting,Exceptions/unclassified,,Dual,75-84,Female,507.0,,,
spend,2019,Professional,Services at home,E&M,,Non-dual,85+,Female,431.4,,,
spend,2019,Retail Pharmacy,Prescription drugs (Part D),n/a,,Non-dual,65-74,Female,752180.03,,,
spend,2019,Professional,Inpatient/outpatient hospital setting,Imaging,,Dual,<65,Male,620.44,,,
spend,2019,Inpatient Hospital,Acute care hospital,n/a,,Dual,<65,Male,949560.97,,,
spend,2019,Outpatient Hospital,Hospital outpatient,n/a,,Non-dual,85+,Female,1268058.4,,,
spend,2019,Professional,Office (incl. telehealth),Unclassified,,Non-dual,75-84,Male,924339.45,,,
spend,2019,Professional,Nursing facility / hospice setting,Exceptions/unclassified,,Dual,85+,Female,0.0,,,
spend,2019,Professional,Nursing facility / hospice setting,E&M,,Non-dual,<65,Female,1861.32,,,
spend,2019,Professional,Office (incl. telehealth),E&M,,Dual,75-84,Female,10523.22,,,
spend,2019,Professional,Inpatient/outpatient hospital setting,Unclassified,,Dual,65-74,Male,91804.84,,,
spend,2019,Professional,Office (incl. telehealth),Unclassified,,Non-dual,85+,Female,567548.18,,,
spend,2019,Professional,Inpatient/outpatient hospital setting,Unclassified,,Non-dual,65-74,Female,450051.52,,,
spend,2019,Professional,Office (incl. telehealth),Exceptions/unclassified,,Non-dual,<65,Male,69399.72,,,
spend,2019,Professional,Nursing facility / hospice setting,E&M,,Non-dual,<65,Male,2853.28,,,
spend,2019,Professional,Nursing facility / hospice setting,Unclassified,,Non-dual,65-74,Male,6968.1,,,
spend,2019,Professional,Office (incl. telehealth),Unclassified,,Non-dual,75-84,Female,725977.93,,,
spend,2019,Professional,Nursing facility / hospice setting,Unclassified,,Non-dual,65-74,Female,29750.27,,,
spend,2019,Retail Pharmacy,Prescription drugs (Part D),n/a,,Dual,65-74,Male,430015.35,,,
spend,2019,Professional,Inpatient/outpatient hospital setting,Exceptions/unclassified,,Non-dual,75-84,Female,1185.25,,,
spend,2019,Professional,Nursing facility / hospice setting,Exceptions/unclassified,,Non-dual,75-84,Male,2801.59,,,
spend,2019,Inpatient Hospital,Acute care hospital,n/a,,Non-dual,85+,Male,889415.52,,,
spend,2019,Outpatient Hospital,Hospital outpatient,n/a,,Dual,65-74,Male,2234087.25,,,
spend,2019,Retail Pharmacy,Prescription drugs (Part D),n/a,,Dual,65-74,Female,430141.38,,,
spend,2019,Professional,Office (incl. telehealth),Unclassified,,Dual,85+,Male,162134.84,,,
spend,2019,Professional,Urgent care,Unclassified,,Dual,65-74,Female,57268.66,,,
spend,2019,Professional,Urgent care,Unclassified,,Non-dual,<65,Male,339659.71,,,
spend,2019,Professional,Inpatient/outpatient hospital setting,Unclassified,,Dual,75-84,Male,38105.59,,,
spend,2019,Professional,Inpatient/outpatient hospital setting,Unclassified,,Non-dual,65-74,Male,407158.12,,,
spend,2019,Professional,Urgent care,E&M,,Non-dual,85+,Female,3241.29,,,
spend,2019,Professional,Inpatient/outpatient hospital setting,Unclassified,,Non-dual,<65,Female,72247.72,,,
spend,2019,Professional,Inpatient/outpatient hospital setting,Imaging,,Non-dual,75-84,Female,2688.7,,,
spend,2019,Professional,Urgent care,Unclassified,,Non-dual,85+,Male,286828.21,,,
spend,2019,Professional,Inpatient/outpatient hospital setting,E&M,,Non-dual,<65,Male,1836.79,,,
spend,2019,Professional,Office (incl. telehealth),E&M,,Dual,75-84,Male,9268.29,,,
spend,2019,Professional,Urgent care,Unclassified,,Non-dual,65-74,Male,265636.9,,,
spend,2019,Professional,Urgent care,E&M,,Dual,<65,Male,7130.45,,,
spend,2019,Professional,Urgent care,Exceptions/unclassified,,Non-dual,65-74,Female,2611.49,,,
spend,2019,Professional,Urgent care,Unclassified,,Non-dual,<65,Female,229722.23,,,
spend,2019,Inpatient Hospital,Acute care hospital,n/a,,Non-dual,85+,Female,298982.35,,,
spend,2019,Retail Pharmacy,Prescription drugs (Part D),n/a,,Non-dual,75-84,Female,741061.57,,,
spend,2019,Professional,Office (incl. telehealth),E&M,,Dual,<65,Female,30589.69,,,
spend,2019,Professional,Urgent care,Unclassified,,Non-dual,65-74,Female,208983.07,,,
spend,2019,Professional,Inpatient/outpatient hospital setting,Unclassified,,Non-dual,<65,Male,767595.99,,,
spend,2019,Professional,Urgent care,Exceptions/unclassified,,Non-dual,85+,Male,0.0,,,
spend,2019,Professional,Urgent care,Unclassified,,Dual,<65,Male,65701.56,,,
spend,2019,Inpatient Hospital,Acute care hospital,n/a,,Dual,85+,Female,79145.77,,,
spend,2019,Inpatient Hospital,Acute care hospital,n/a,,Dual,85+,Male,66927.74,,,
spend,2019,Professional,Inpatient/outpatient hospital setting,Imaging,,Non-dual,65-74,Male,1216.35,,,
spend,2019,Professional,Urgent care,Exceptions/unclassified,,Non-dual,85+,Female,0.0,,,
spend,2019,Professional,Office (incl. telehealth),E&M,,Dual,<65,Male,79505.89,,,
spend,2019,Retail Pharmacy,Prescription drugs (Part D),n/a,,Dual,75-84,Male,387343.07,,,
spend,2019,Professional,Nursing facility / hospice setting,Unclassified,,Dual,65-74,Female,1494.06,,,
spend,2019,Long-Term Care,Skilled nursing facility,n/a,,Non-dual,85+,Female,257418.03,,,
spend,2019,Outpatient Hospital,Hospital outpatient,n/a,,Dual,<65,Male,4249263.38,,,
spend,2019,Retail Pharmacy,Prescription drugs (Part D),n/a,,Non-dual,75-84,Male,920754.63,,,
spend,2019,Outpatient Hospital,Hospital outpatient,n/a,,Dual,<65,Female,10725863.09,,,
spend,2019,Long-Term Care,Skilled nursing facility,n/a,,Non-dual,75-84,Male,269597.3,,,
spend,2019,Professional,Urgent care,Exceptions/unclassified,,Dual,<65,Male,1987.39,,,
spend,2019,Professional,Urgent care,Exceptions/unclassified,,Non-dual,65-74,Male,0.0,,,
spend,2019,Outpatient Hospital,Hospital outpatient,n/a,,Non-dual,85+,Male,1608220.14,,,
spend,2019,Professional,Urgent care,Unclassified,,Non-dual,85+,Female,178134.76,,,
spend,2019,Long-Term Care,Skilled nursing facility,n/a,,Non-dual,75-84,Female,207630.49,,,
spend,2019,Professional,Urgent care,Exceptions/unclassified,,Dual,65-74,Female,0.0,,,
spend,2019,Long-Term Care,Skilled nursing facility,n/a,,Non-dual,65-74,Male,653548.82,,,
spend,2019,Professional,Inpatient/outpatient hospital setting,Imaging,,Non-dual,<65,Female,2791.9,,,
spend,2019,Retail Pharmacy,Prescription drugs (Part D),n/a,,Dual,75-84,Female,251870.14,,,
spend,2019,Professional,Inpatient/outpatient hospital setting,Unclassified,,Dual,65-74,Female,279611.4,,,
spend,2019,Professional,Inpatient/outpatient hospital setting,Imaging,,Non-dual,85+,Male,1201.0,,,
spend,2019,Long-Term Care,Skilled nursing facility,n/a,,Non-dual,65-74,Female,867829.36,,,
spend,2019,Professional,Urgent care,Exceptions/unclassified,,Non-dual,<65,Female,4790.78,,,
spend,2020,Professional,Office (incl. telehealth),Exceptions/unclassified,,Dual,65-74,Female,10328.24,,,
spend,2020,Professional,Inpatient/outpatient hospital setting,Exceptions/unclassified,,Non-dual,<65,Male,615.85,,,
spend,2020,Inpatient Hospital,Acute care hospital,n/a,,Non-dual,<65,Male,3545304.68,,,
spend,2020,Retail Pharmacy,Prescription drugs (Part D),n/a,,Non-dual,65-74,Male,1168022.62,,,
spend,2020,Professional,Nursing facility / hospice setting,Exceptions/unclassified,,Non-dual,65-74,Female,2141.73,,,
spend,2020,Retail Pharmacy,Prescription drugs (Part D),n/a,,Dual,85+,Female,251741.04,,,
spend,2020,Professional,Inpatient/outpatient hospital setting,Unclassified,,Dual,65-74,Female,106868.34,,,
spend,2020,Professional,Services at home,Unclassified,,Non-dual,<65,Male,8867.54,,,
spend,2020,Long-Term Care,Skilled nursing facility,n/a,,Dual,75-84,Female,205566.6,,,
spend,2020,Professional,Nursing facility / hospice setting,Unclassified,,Non-dual,85+,Male,4258.48,,,
spend,2020,Professional,Inpatient/outpatient hospital setting,Unclassified,,Dual,65-74,Male,87822.45,,,
spend,2020,Retail Pharmacy,Prescription drugs (Part D),n/a,,Dual,85+,Male,373786.46,,,
spend,2020,Outpatient Hospital,Hospital outpatient,n/a,,Dual,75-84,Male,1469051.89,,,
spend,2020,Outpatient Hospital,Hospital outpatient,n/a,,Dual,65-74,Male,2526868.42,,,
spend,2020,Long-Term Care,Skilled nursing facility,n/a,,Non-dual,85+,Female,133665.4,,,
spend,2020,Professional,Urgent care,Unclassified,,Dual,<65,Male,113225.2,,,
spend,2020,Professional,Office (incl. telehealth),E&M,,Dual,85+,Male,15004.52,,,
spend,2020,Long-Term Care,Skilled nursing facility,n/a,,Dual,75-84,Male,121099.84,,,
spend,2020,Professional,Urgent care,E&M,,Dual,<65,Male,12439.61,,,
spend,2020,Professional,Urgent care,Exceptions/unclassified,,Dual,65-74,Female,1915.0,,,
spend,2020,Professional,Urgent care,Unclassified,,Non-dual,75-84,Female,304882.3,,,
spend,2020,Outpatient Hospital,Hospital outpatient,n/a,,Dual,75-84,Female,721464.21,,,
spend,2020,Professional,Nursing facility / hospice setting,Unclassified,,Dual,65-74,Female,1365.64,,,
spend,2020,Retail Pharmacy,Prescription drugs (Part D),n/a,,Dual,<65,Female,580551.96,,,
spend,2020,Inpatient Hospital,Acute care hospital,n/a,,Non-dual,85+,Female,848418.62,,,
spend,2020,Long-Term Care,Skilled nursing facility,n/a,,Non-dual,85+,Male,61754.98,,,
spend,2020,Professional,Urgent care,Exceptions/unclassified,,Dual,<65,Female,0.0,,,
spend,2020,Retail Pharmacy,Prescription drugs (Part D),n/a,,Dual,75-84,Female,334871.61,,,
