yr,service_category,subcategory,type_of_service,dual,age_band,sex,allowed,paid,n_rows,n_benes
2019,Professional,Nursing facility / hospice setting,Unclassified,true,<65,Male,1430.8600000000001,958.29,16,1
2019,Professional,Office (incl. telehealth),E&M,false,65-74,Female,32232.500000000007,25786.00000000001,46,32
2019,Professional,Office (incl. telehealth),E&M,false,65-74,Male,82249.98000000001,66270.67000000001,120,93
2019,Professional,Office (incl. telehealth),E&M,false,75-84,Female,22754.52,18203.62,22,19
2019,Professional,Office (incl. telehealth),E&M,false,75-84,Male,44335.19,35647.5,70,42
2019,Professional,Office (incl. telehealth),E&M,false,85+,Female,19899.340000000004,15919.46,32,18
2019,Professional,Office (incl. telehealth),E&M,false,85+,Male,13668.500000000002,10934.79,26,17
2019,Professional,Office (incl. telehealth),E&M,false,<65,Female,116911.96000000002,91501.63999999998,166,140
2019,Professional,Office (incl. telehealth),E&M,false,<65,Male,234284.64999999997,187861.81000000003,373,320
2019,Professional,Office (incl. telehealth),E&M,true,65-74,Female,16292.82,12361.449999999999,22,15
2019,Professional,Office (incl. telehealth),E&M,true,65-74,Male,25093.17,22397.550000000003,47,29
2019,Professional,Office (incl. telehealth),E&M,true,75-84,Female,10523.22,8979.699999999999,14,6
2019,Professional,Office (incl. telehealth),E&M,true,75-84,Male,9268.290000000003,8148.720000000001,18,12
2019,Professional,Office (incl. telehealth),E&M,true,85+,Female,5127.2300000000005,3794.7799999999997,6,6
2019,Professional,Office (incl. telehealth),E&M,true,85+,Male,9111.73,7738.3099999999995,9,7
2019,Professional,Office (incl. telehealth),E&M,true,<65,Female,30589.690000000002,24890.65,50,48
2019,Professional,Office (incl. telehealth),E&M,true,<65,Male,79505.89,64591.159999999996,114,99
2019,Professional,Office (incl. telehealth),Exceptions/unclassified,false,65-74,Female,16350.029999999999,13910.27,2369,718
2019,Professional,Office (incl. telehealth),Exceptions/unclassified,false,65-74,Male,30766.88,24613.5,2464,713
2019,Professional,Office (incl. telehealth),Exceptions/unclassified,false,75-84,Female,12199.94,9759.96,1057,287
2019,Professional,Office (incl. telehealth),Exceptions/unclassified,false,75-84,Male,7690.700000000001,6152.56,1548,317
2019,Professional,Office (incl. telehealth),Exceptions/unclassified,false,85+,Female,2641.35,0.0,926,196
2019,Professional,Office (incl. telehealth),Exceptions/unclassified,false,85+,Male,0.0,0.0,862,176
2019,Professional,Office (incl. telehealth),Exceptions/unclassified,false,<65,Female,72431.27,58322.66000000001,2179,820
2019,Professional,Office (incl. telehealth),Exceptions/unclassified,false,<65,Male,69399.72,55738.99999999999,2347,909
2019,Professional,Office (incl. telehealth),Exceptions/unclassified,true,65-74,Female,4219.13,3375.31,828,232
2019,Professional,Office (incl. telehealth),Exceptions/unclassified,true,65-74,Male,7119.55,6457.38,777,224
2019,Professional,Office (incl. telehealth),Exceptions/unclassified,true,75-84,Female,2304.26,1843.41,472,104
2019,Professional,Office (incl. telehealth),Exceptions/unclassified,true,75-84,Male,6889.780000000001,5875.74,452,113
2019,Professional,Office (incl. telehealth),Exceptions/unclassified,true,85+,Female,2025.01,1620.01,263,62
2019,Professional,Office (incl. telehealth),Exceptions/unclassified,true,85+,Male,2483.85,2483.85,275,54
2019,Professional,Office (incl. telehealth),Exceptions/unclassified,true,<65,Female,22064.79,15712.12,689,266
2019,Professional,Office (incl. telehealth),Exceptions/unclassified,true,<65,Male,30956.49,24605.59,718,276
2019,Professional,Office (incl. telehealth),Unclassified,false,65-74,Female,1432536.810000002,1082620.439999998,11131,757
2019,Professional,Office (incl. telehealth),Unclassified,false,65-74,Male,1587039.260000002,1201236.4000000001,12136,761
2019,Professional,Office (incl. telehealth),Unclassified,false,75-84,Female,725977.9300000018,557182.2999999993,4771,306
2019,Professional,Office (incl. telehealth),Unclassified,false,75-84,Male,924339.4500000027,721085.2599999998,7653,333
2019,Professional,Office (incl. telehealth),Unclassified,false,85+,Female,567548.1799999995,431677.86000000074,4507,204
2019,Professional,Office (incl. telehealth),Unclassified,false,85+,Male,463511.09999999974,361469.0500000008,4174,189
2019,Professional,Office (incl. telehealth),Unclassified,false,<65,Female,2655632.210000004,2095703.1800000027,13502,1080
2019,Professional,Office (incl. telehealth),Unclassified,false,<65,Male,2615877.5700000036,2032951.2200000035,16176,1183
2019,Professional,Office (incl. telehealth),Unclassified,true,65-74,Female,450946.7600000006,353492.4599999998,3942,242
2019,Professional,Office (incl. telehealth),Unclassified,true,65-74,Male,478983.22000000044,401351.6399999993,4008,238
2019,Professional,Office (incl. telehealth),Unclassified,true,75-84,Female,313423.3799999998,258643.61999999936,2190,107
2019,Professional,Office (incl. telehealth),Unclassified,true,75-84,Male,243242.80999999982,205223.9599999996,2164,122
2019,Professional,Office (incl. telehealth),Unclassified,true,85+,Female,154991.9599999999,104475.64999999997,1256,66
2019,Professional,Office (incl. telehealth),Unclassified,true,85+,Male,162134.83999999994,106598.75000000007,1272,58
2019,Professional,Office (incl. telehealth),Unclassified,true,<65,Female,877107.8600000014,713582.1699999992,4437,356
2019,Professional,Office (incl. telehealth),Unclassified,true,<65,Male,980275.75,752739.2300000002,4757,367
2019,Professional,Services at home,E&M,false,65-74,Male,615.85,492.68,1,1
2019,Professional,Services at home,E&M,false,85+,Female,431.4,345.12,1,1
2019,Professional,Services at home,E&M,false,<65,Female,468.2,374.56,1,1
2019,Professional,Services at home,E&M,false,<65,Male,1845.1,1476.08,4,4
2019,Professional,Services at home,Exceptions/unclassified,false,65-74,Female,0.0,0.0,6,2
2019,Professional,Services at home,Exceptions/unclassified,false,65-74,Male,0.0,0.0,6,2
2019,Professional,Services at home,Exceptions/unclassified,false,75-84,Female,0.0,0.0,3,1
2019,Professional,Services at home,Exceptions/unclassified,false,75-84,Male,0.0,0.0,3,1
2019,Professional,Services at home,Exceptions/unclassified,false,85+,Female,0.0,0.0,7,3
2019,Professional,Services at home,Exceptions/unclassified,false,85+,Male,0.0,0.0,3,1
2019,Professional,Services at home,Exceptions/unclassified,false,<65,Female,0.0,0.0,13,6
2019,Professional,Services at home,Exceptions/unclassified,false,<65,Male,0.0,0.0,12,5
2019,Professional,Services at home,Exceptions/unclassified,true,75-84,Male,0.0,0.0,3,1
2019,Professional,Services at home,Exceptions/unclassified,true,<65,Female,0.0,0.0,2,1
2019,Professional,Services at home,Exceptions/unclassified,true,<65,Male,0.0,0.0,5,2
2019,Professional,Services at home,Unclassified,false,65-74,Female,2492.82,1809.12,22,2
2019,Professional,Services at home,Unclassified,false,65-74,Male,1848.77,1230.79,24,2
2019,Professional,Services at home,Unclassified,false,75-84,Female,1952.7,1375.76,23,2
2019,Professional,Services at home,Unclassified,false,75-84,Male,837.97,485.46000000000004,8,1
2019,Professional,Services at home,Unclassified,false,85+,Female,3119.1400000000003,2495.29,45,3
2019,Professional,Services at home,Unclassified,false,85+,Male,861.31,689.04,8,1
2019,Professional,Services at home,Unclassified,false,<65,Female,10518.45,8594.9,105,9
2019,Professional,Services at home,Unclassified,false,<65,Male,9215.509999999998,7000.969999999999,121,10
2019,Professional,Services at home,Unclassified,true,75-84,Male,1402.76,1402.76,11,1
2019,Professional,Services at home,Unclassified,true,<65,Female,737.4300000000001,589.9399999999999,10,1
2019,Professional,Services at home,Unclassified,true,<65,Male,2585.47,1192.27,24,2
2019,Professional,Urgent care,E&M,false,65-74,Male,13653.45,10922.760000000002,25,8
2019,Professional,Urgent care,E&M,false,75-84,Female,6097.1,4877.68,10,2
2019,Professional,Urgent care,E&M,false,75-84,Male,6759.000000000001,5407.2,11,4
2019,Professional,Urgent care,E&M,false,85+,Female,3241.29,480.4,2,2
2019,Professional,Urgent care,E&M,false,85+,Male,1807.1,1445.6799999999998,3,3
2019,Professional,Urgent care,E&M,false,<65,Female,3927.24,3141.79,3,2
2019,Professional,Urgent care,E&M,false,<65,Male,34840.01000000001,28114.44,50,18
2019,Professional,Urgent care,E&M,true,65-74,Male,3924.0,3611.8999999999996,8,4
2019,Professional,Urgent care,E&M,true,85+,Female,4310.95,3448.7599999999998,7,1
2019,Professional,Urgent care,E&M,true,<65,Female,12836.259999999998,2154.19,6,3
2019,Professional,Urgent care,E&M,true,<65,Male,7130.45,6161.83,13,9
2019,Professional,Urgent care,Exceptions/unclassified,false,65-74,Female,2611.49,2089.19,318,44
2019,Professional,Urgent care,Exceptions/unclassified,false,65-74,Male,0.0,0.0,410,44
2019,Professional,Urgent care,Exceptions/unclassified,false,75-84,Female,0.0,0.0,291,25
2019,Professional,Urgent care,Exceptions/unclassified,false,75-84,Male,0.0,0.0,281,23
2019,Professional,Urgent care,Exceptions/unclassified,false,85+,Female,0.0,0.0,256,18
2019,Professional,Urgent care,Exceptions/unclassified,false,85+,Male,0.0,0.0,368,27
2019,Professional,Urgent care,Exceptions/unclassified,false,<65,Female,4790.78,3832.62,189,35
2019,Professional,Urgent care,Exceptions/unclassified,false,<65,Male,10742.97,8594.380000000001,274,50
2019,Professional,Urgent care,Exceptions/unclassified,true,65-74,Female,0.0,0.0,94,14
2019,Professional,Urgent care,Exceptions/unclassified,true,65-74,Male,0.0,0.0,182,24
2019,Professional,Urgent care,Exceptions/unclassified,true,75-84,Female,0.0,0.0,98,7
2019,Professional,Urgent care,Exceptions/unclassified,true,75-84,Male,0.0,0.0,238,17
2019,Professional,Urgent care,Exceptions/unclassified,true,85+,Female,0.0,0.0,79,4
2019,Professional,Urgent care,Exceptions/unclassified,true,85+,Male,0.0,0.0,90,11
2019,Professional,Urgent care,Exceptions/unclassified,true,<65,Female,0.0,0.0,48,14
2019,Professional,Urgent care,Exceptions/unclassified,true,<65,Male,1987.39,1987.39,67,20
2019,Professional,Urgent care,Unclassified,false,65-74,Female,208983.07000000018,166359.85999999952,1596,49
2019,Professional,Urgent care,Unclassified,false,65-74,Male,265636.90000000055,211487.55999999956,2243,58
2019,Professional,Urgent care,Unclassified,false,75-84,Female,202722.01000000056,157421.90999999965,1593,27
2019,Professional,Urgent care,Unclassified,false,75-84,Male,152919.2500000001,121963.13999999987,1392,27
2019,Professional,Urgent care,Unclassified,false,85+,Female,178134.7600000007,131454.68999999974,1448,18
2019,Professional,Urgent care,Unclassified,false,85+,Male,286828.2099999996,228464.21999999962,1857,28
2019,Professional,Urgent care,Unclassified,false,<65,Female,229722.22999999984,181569.69999999995,1262,46
2019,Professional,Urgent care,Unclassified,false,<65,Male,339659.7100000006,272433.7200000001,1983,63
2019,Professional,Urgent care,Unclassified,true,65-74,Female,57268.65999999999,47891.25000000002,471,18
2019,Professional,Urgent care,Unclassified,true,65-74,Male,118213.95999999982,99298.53999999983,988,24
2019,Professional,Urgent care,Unclassified,true,75-84,Female,61811.969999999965,36716.120000000024,494,7
2019,Professional,Urgent care,Unclassified,true,75-84,Male,162769.9700000004,87605.27999999988,1137,17
2019,Professional,Urgent care,Unclassified,true,85+,Female,43579.94000000001,19120.14000000003,417,4
2019,Professional,Urgent care,Unclassified,true,85+,Male,57929.08999999995,40685.77000000005,443,11
2019,Professional,Urgent care,Unclassified,true,<65,Female,79520.99000000002,19492.38,291,15
2019,Professional,Urgent care,Unclassified,true,<65,Male,65701.55999999995,56409.350000000006,481,25
2019,Retail Pharmacy,Prescription drugs (Part D),n/a,false,65-74,Female,752180.0300000003,535611.0200000007,5947,484
2019,Retail Pharmacy,Prescription drugs (Part D),n/a,false,65-74,Male,1068120.890000007,784472.69,7021,485
2019,Retail Pharmacy,Prescription drugs (Part D),n/a,false,75-84,Female,741061.5700000045,529547.0699999989,3854,191
2019,Retail Pharmacy,Prescription drugs (Part D),n/a,false,75-84,Male,920754.6300000057,700554.1499999983,5449,223
2019,Retail Pharmacy,Prescription drugs (Part D),n/a,false,85+,Female,589279.1000000036,447102.6000000001,3360,149
2019,Retail Pharmacy,Prescription drugs (Part D),n/a,false,85+,Male,1176777.9100000085,784313.3999999986,4640,146
2019,Retail Pharmacy,Prescription drugs (Part D),n/a,false,<65,Female,1243770.4000000039,886044.9600000007,6161,700
2019,Retail Pharmacy,Prescription drugs (Part D),n/a,false,<65,Male,1474299.9600000093,1015685.6699999985,7928,750
2019,Retail Pharmacy,Prescription drugs (Part D),n/a,true,65-74,Female,430141.37999999826,279630.2799999999,2568,158
2019,Retail Pharmacy,Prescription drugs (Part D),n/a,true,65-74,Male,430015.35,319058.7800000006,2952,169
2019,Retail Pharmacy,Prescription drugs (Part D),n/a,true,75-84,Female,251870.13999999987,180924.99000000022,1827,77
2019,Retail Pharmacy,Prescription drugs (Part D),n/a,true,75-84,Male,387343.07000000053,241430.5700000006,2410,101
2019,Retail Pharmacy,Prescription drugs (Part D),n/a,true,85+,Female,316731.63000000064,136910.2700000001,1279,61
2019,Retail Pharmacy,Prescription drugs (Part D),n/a,true,85+,Male,406356.9100000004,180213.98000000013,1417,39
2019,Retail Pharmacy,Prescription drugs (Part D),n/a,true,<65,Female,501970.14000000316,347673.11000000074,2356,238
2019,Retail Pharmacy,Prescription drugs (Part D),n/a,true,<65,Male,483524.21999999956,326664.20999999985,2582,255
2020,Inpatient Hospital,Acute care hospital,n/a,false,65-74,Female,3230031.1999999993,2697102.0100000002,223,142
2020,Inpatient Hospital,Acute care hospital,n/a,false,65-74,Male,3499629.529999999,3008326.48,258,138
2020,Inpatient Hospital,Acute care hospital,n/a,false,75-84,Female,934337.2100000002,777960.4400000003,130,67
2020,Inpatient Hospital,Acute care hospital,n/a,false,75-84,Male,1191965.91,992692.2800000007,200,79
2020,Inpatient Hospital,Acute care hospital,n/a,false,85+,Female,848418.6199999999,706852.9800000002,101,37
2020,Inpatient Hospital,Acute care hospital,n/a,false,85+,Male,780206.1599999999,658621.3399999997,206,42
2020,Inpatient Hospital,Acute care hospital,n/a,false,<65,Female,3649928.799999998,3213334.759999997,339,260
2020,Inpatient Hospital,Acute care hospital,n/a,false,<65,Male,3545304.6799999992,3092356.0700000003,345,222
2020,Inpatient Hospital,Acute care hospital,n/a,true,65-74,Female,457983.3099999998,417861.3499999998,80,53
2020,Inpatient Hospital,Acute care hospital,n/a,true,65-74,Male,1449550.1399999997,1363871.5200000005,152,84
2020,Inpatient Hospital,Acute care hospital,n/a,true,75-84,Female,310913.2,288803.67000000004,56,40
2020,Inpatient Hospital,Acute care hospital,n/a,true,75-84,Male,1562274.52,1327570.0899999996,113,47
2020,Inpatient Hospital,Acute care hospital,n/a,true,85+,Female,389757.67,330493.4200000001,31,19
2020,Inpatient Hospital,Acute care hospital,n/a,true,85+,Male,128557.02000000002,113201.25000000004,64,19
2020,Inpatient Hospital,Acute care hospital,n/a,true,<65,Female,868476.7200000008,816036.9300000004,130,99
2020,Inpatient Hospital,Acute care hospital,n/a,true,<65,Male,818118.7900000003,790506.1899999998,134,81
2020,Long-Term Care,Hospice,n/a,false,65-74,Female,463856.41,463856.41,29,29
2020,Long-Term Care,Hospice,n/a,false,65-74,Male,446363.1099999999,446363.1099999999,24,24
2020,Long-Term Care,Hospice,n/a,false,75-84,Female,249332.2,249332.2,21,21
2020,Long-Term Care,Hospice,n/a,false,75-84,Male,293794.45999999996,293794.45999999996,21,21
2020,Long-Term Care,Hospice,n/a,false,85+,Female,10590.31,10590.31,2,2
2020,Long-Term Care,Hospice,n/a,false,85+,Male,2929.76,2929.76,1,1
2020,Long-Term Care,Hospice,n/a,true,65-74,Female,162038.27999999997,162038.27999999997,13,13
2020,Long-Term Care,Hospice,n/a,true,65-74,Male,83604.65,83604.65,7,7
2020,Long-Term Care,Hospice,n/a,true,75-84,Female,256962.56,256962.56,13,13
2020,Long-Term Care,Hospice,n/a,true,75-84,Male,47610.270000000004,47610.270000000004,4,4
2020,Long-Term Care,Hospice,n/a,true,85+,Female,12320.92,12320.92,1,1
2020,Long-Term Care,Hospice,n/a,true,85+,Male,6934.66,6934.66,1,1
2020,Long-Term Care,Skilled nursing facility,n/a,false,65-74,Female,554054.2799999999,443343.75000000006,34,33
2020,Long-Term Care,Skilled nursing facility,n/a,false,65-74,Male,420880.45,338713.86000000004,25,25
2020,Long-Term Care,Skilled nursing facility,n/a,false,75-84,Female,303441.48,242752.94999999998,18,17
2020,Long-Term Care,Skilled nursing facility,n/a,false,75-84,Male,316804.42000000004,253443.43000000002,14,14
2020,Long-Term Care,Skilled nursing facility,n/a,false,85+,Female,133665.39999999997,106932.23999999999,8,8
2020,Long-Term Care,Skilled nursing facility,n/a,false,85+,Male,61754.98,50504.84,5,5
2020,Long-Term Care,Skilled nursing facility,n/a,false,<65,Female,144756.73,119222.97000000003,12,12
2020,Long-Term Care,Skilled nursing facility,n/a,false,<65,Male,398304.64999999997,324294.52999999997,19,19
2020,Long-Term Care,Skilled nursing facility,n/a,true,65-74,Female,188543.44999999998,178175.08,14,14
2020,Long-Term Care,Skilled nursing facility,n/a,true,65-74,Male,217845.78999999998,201407.54,16,16
2020,Long-Term Care,Skilled nursing facility,n/a,true,75-84,Female,205566.60000000003,188856.77999999997,10,10
2020,Long-Term Care,Skilled nursing facility,n/a,true,75-84,Male,121099.84000000001,109206.19,5,5
2020,Long-Term Care,Skilled nursing facility,n/a,true,85+,Female,119335.7,98054.35,4,4
2020,Long-Term Care,Skilled nursing facility,n/a,true,85+,Male,71557.14,59409.22,5,5
2020,Long-Term Care,Skilled nursing facility,n/a,true,<65,Female,49426.92999999999,46460.27,4,4
2020,Long-Term Care,Skilled nursing facility,n/a,true,<65,Male,194638.41000000003,168427.94,8,8
2020,Other,Durable medical equipment,n/a,false,65-74,Female,3180.5799999999977,2491.1799999999944,864,424
2020,Other,Durable medical equipment,n/a,false,65-74,Male,3372.42,2623.879999999995,1770,406
2020,Other,Durable medical equipment,n/a,false,75-84,Female,1661.9900000000011,1306.3499999999995,546,165
2020,Other,Durable medical equipment,n/a,false,75-84,Male,1525.640000000001,1209.1800000000003,1001,160
2020,Other,Durable medical equipment,n/a,false,85+,Female,625.1299999999998,454.48000000000013,299,78
2020,Other,Durable medical equipment,n/a,false,85+,Male,601.2900000000003,441.4500000000001,562,66
2020,Other,Durable medical equipment,n/a,false,<65,Female,4933.4999999999945,3952.3299999999963,1544,435
2020,Other,Durable medical equipment,n/a,false,<65,Male,7219.30999999997,5919.790000000007,3191,566
2020,Other,Durable medical equipment,n/a,true,65-74,Female,1196.1400000000015,989.0600000000006,408,148
2020,Other,Durable medical equipment,n/a,true,65-74,Male,1561.6200000000008,1330.2200000000007,509,142
2020,Other,Durable medical equipment,n/a,true,75-84,Female,617.2599999999999,466.56000000000006,220,70
2020,Other,Durable medical equipment,n/a,true,75-84,Male,776.8600000000001,664.6700000000003,230,64
2020,Other,Durable medical equipment,n/a,true,85+,Female,168.0,127.09,116,23
2020,Other,Durable medical equipment,n/a,true,85+,Male,217.43999999999997,186.56999999999996,116,25
2020,Other,Durable medical equipment,n/a,true,<65,Female,2179.330000000001,1744.1999999999987,690,163
2020,Other,Durable medical equipment,n/a,true,<65,Male,2436.1400000000003,2109.6200000000003,1243,192
2020,Outpatient Hospital,Hospital outpatient,n/a,false,65-74,Female,7893913.849999989,7785143.70999999,4962,641
2020,Outpatient Hospital,Hospital outpatient,n/a,false,65-74,Male,5873155.109999992,5805771.399999993,4124,598
2020,Outpatient Hospital,Hospital outpatient,n/a,false,75-84,Female,2434324.51,2401617.1799999992,1624,265
2020,Outpatient Hospital,Hospital outpatient,n/a,false,75-84,Male,3141154.27,3101163.3600000003,2526,275
2020,Outpatient Hospital,Hospital outpatient,n/a,false,85+,Female,1431340.8100000005,1410608.1300000006,1378,162
2020,Outpatient Hospital,Hospital outpatient,n/a,false,85+,Male,1578876.220000001,1554964.2000000007,1721,159
2020,Outpatient Hospital,Hospital outpatient,n/a,false,<65,Female,26913453.109999985,26586994.170000006,11459,977
2020,Outpatient Hospital,Hospital outpatient,n/a,false,<65,Male,13261610.559999967,13020814.399999961,9480,807
2020,Outpatient Hospital,Hospital outpatient,n/a,true,65-74,Female,2286444.9700000007,2259703.29,1286,228
2020,Outpatient Hospital,Hospital outpatient,n/a,true,65-74,Male,2526868.42,2498381.5100000007,1718,221
2020,Outpatient Hospital,Hospital outpatient,n/a,true,75-84,Female,721464.2099999997,712793.7799999998,576,113
2020,Outpatient Hospital,Hospital outpatient,n/a,true,75-84,Male,1469051.890000002,1451607.820000002,1330,117
2020,Outpatient Hospital,Hospital outpatient,n/a,true,85+,Female,729678.9699999997,720745.6899999997,802,46
2020,Outpatient Hospital,Hospital outpatient,n/a,true,85+,Male,754267.8700000001,745208.0000000002,750,53
2020,Outpatient Hospital,Hospital outpatient,n/a,true,<65,Female,11231436.51000001,11159736.930000007,4666,331
2020,Outpatient Hospital,Hospital outpatient,n/a,true,<65,Male,4787597.319999999,4728996.179999999,3450,282
2020,Professional,Home health,n/a,false,65-74,Female,169350.9,169350.9,20,17
2020,Professional,Home health,n/a,false,65-74,Male,196821.11,196821.11,22,22
2020,Professional,Home health,n/a,false,75-84,Female,20298.29,20298.29,3,3
2020,Professional,Home health,n/a,false,75-84,Male,71917.03,71917.03,9,8
2020,Professional,Home health,n/a,false,85+,Male,18328.72,18328.72,1,1
2020,Professional,Home health,n/a,true,65-74,Female,15156.23,15156.23,4,3
2020,Professional,Home health,n/a,true,65-74,Male,55073.189999999995,55073.189999999995,7,7
2020,Professional,Home health,n/a,true,75-84,Female,45307.9,45307.9,4,3
2020,Professional,Home health,n/a,true,75-84,Male,13559.310000000001,13559.310000000001,2,2
2020,Professional,Home health,n/a,true,85+,Female,7535.69,7535.69,1,1
2020,Professional,Home health,n/a,true,85+,Male,17412.6,17412.6,1,1
2020,Professional,Inpatient/outpatient hospital setting,E&M,false,65-74,Female,615.85,492.68,1,1
2020,Professional,Inpatient/outpatient hospital setting,E&M,false,65-74,Male,600.5,480.4,1,1
2020,Professional,Inpatient/outpatient hospital setting,E&M,false,75-84,Female,911.5,729.2,2,2
2020,Professional,Inpatient/outpatient hospital setting,E&M,false,<65,Female,1216.35,973.0799999999999,2,2
2020,Professional,Inpatient/outpatient hospital setting,E&M,false,<65,Male,1122.85,898.28,2,2
2020,Professional,Inpatient/outpatient hospital setting,E&M,true,75-84,Female,485.85,485.85,1,1
2020,Professional,Inpatient/outpatient hospital setting,E&M,true,75-84,Male,615.85,492.68,1,1
2020,Professional,Inpatient/outpatient hospital setting,Exceptions/unclassified,false,65-74,Female,1463.95,1171.16,3,3
2020,Professional,Inpatient/outpatient hospital setting,Exceptions/unclassified,false,65-74,Male,836.6500000000001,669.3199999999999,2,2
2020,Professional,Inpatient/outpatient hospital setting,Exceptions/unclassified,false,75-84,Female,615.85,492.68,1,1
2020,Professional,Inpatient/outpatient hospital setting,Exceptions/unclassified,false,75-84,Male,485.85,388.68,1,1
2020,Professional,Inpatient/outpatient hospital setting,Exceptions/unclassified,false,<65,Female,1713.95,1371.16,3,3
2020,Professional,Inpatient/outpatient hospital setting,Exceptions/unclassified,false,<65,Male,615.85,492.68,1,1
2020,Professional,Inpatient/outpatient hospital setting,Exceptions/unclassified,true,65-74,Female,1240.88,1240.88,2,1
2020,Professional,Inpatient/outpatient hospital setting,Exceptions/unclassified,true,65-74,Male,1017.84,938.3600000000001,2,2
2020,Professional,Inpatient/outpatient hospital setting,Exceptions/unclassified,true,75-84,Male,600.5,480.4,1,1
2020,Professional,Inpatient/outpatient hospital setting,Exceptions/unclassified,true,<65,Male,620.44,620.44,1,1
2020,Professional,Inpatient/outpatient hospital setting,Imaging,false,65-74,Female,3033.64,2551.0,5,4
2020,Professional,Inpatient/outpatient hospital setting,Imaging,false,65-74,Male,884.0,707.2,2,2
2020,Professional,Inpatient/outpatient hospital setting,Imaging,false,75-84,Female,600.5,480.4,1,1
2020,Professional,Inpatient/outpatient hospital setting,Imaging,false,75-84,Male,1750.39,1400.31,3,3
2020,Professional,Inpatient/outpatient hospital setting,Imaging,false,85+,Male,600.5,480.4,1,1
2020,Professional,Inpatient/outpatient hospital setting,Imaging,false,<65,Female,1519.3899999999999,1215.51,3,3
2020,Professional,Inpatient/outpatient hospital setting,Imaging,false,<65,Male,2732.08,2282.0,5,5
2020,Professional,Inpatient/outpatient hospital setting,Imaging,true,65-74,Male,381.7,381.7,1,1
2020,Professional,Inpatient/outpatient hospital setting,Imaging,true,75-84,Male,485.85,485.85,1,1
2020,Professional,Inpatient/outpatient hospital setting,Imaging,true,85+,Female,615.85,492.68,1,1
2020,Professional,Inpatient/outpatient hospital setting,Imaging,true,<65,Male,620.44,620.44,1,1
2020,Professional,Inpatient/outpatient hospital setting,Unclassified,false,65-74,Female,400137.16,331207.98999999993,256,19
2020,Professional,Inpatient/outpatient hospital setting,Unclassified,false,65-74,Male,385403.39,308322.7799999999,204,17
2020,Professional,Inpatient/outpatient hospital setting,Unclassified,false,75-84,Female,248646.79000000004,198917.47999999998,187,9
2020,Professional,Inpatient/outpatient hospital setting,Unclassified,false,75-84,Male,196582.10000000006,157265.67999999996,103,8
2020,Professional,Inpatient/outpatient hospital setting,Unclassified,false,85+,Male,23507.37,18805.890000000007,28,1
2020,Professional,Inpatient/outpatient hospital setting,Unclassified,false,<65,Female,349540.6300000001,283963.10999999975,257,14
2020,Professional,Inpatient/outpatient hospital setting,Unclassified,false,<65,Male,443735.42999999993,364993.8899999998,280,19
2020,Professional,Inpatient/outpatient hospital setting,Unclassified,true,65-74,Female,106868.33999999998,98219.53,61,4
2020,Professional,Inpatient/outpatient hospital setting,Unclassified,true,65-74,Male,87822.45000000003,79214.79000000002,66,5
2020,Professional,Inpatient/outpatient hospital setting,Unclassified,true,75-84,Female,106868.86999999994,97272.15999999995,88,5
2020,Professional,Inpatient/outpatient hospital setting,Unclassified,true,75-84,Male,158320.27,131699.54999999993,100,5
2020,Professional,Inpatient/outpatient hospital setting,Unclassified,true,85+,Female,28250.069999999985,22600.050000000007,27,1
2020,Professional,Inpatient/outpatient hospital setting,Unclassified,true,85+,Male,2900.03,2133.61,10,1
2020,Professional,Inpatient/outpatient hospital setting,Unclassified,true,<65,Female,116066.31000000001,115806.31000000001,52,2
2020,Professional,Inpatient/outpatient hospital setting,Unclassified,true,<65,Male,163243.85,162392.97999999998,98,5
2020,Professional,Nursing facility / hospice setting,E&M,false,65-74,Female,620.44,496.35,1,1
2020,Professional,Nursing facility / hospice setting,E&M,false,75-84,Male,4002.31,3201.8399999999997,3,3
2020,Professional,Nursing facility / hospice setting,E&M,false,<65,Female,3444.2200000000003,2755.37,2,2
2020,Professional,Nursing facility / hospice setting,E&M,false,<65,Male,2179.62,1743.69,4,4
2020,Professional,Nursing facility / hospice setting,Exceptions/unclassified,false,65-74,Female,2141.73,1713.38,22,7
2020,Professional,Nursing facility / hospice setting,Exceptions/unclassified,false,65-74,Male,0.0,0.0,20,6
2020,Professional,Nursing facility / hospice setting,Exceptions/unclassified,false,75-84,Female,0.0,0.0,3,1
2020,Professional,Nursing facility / hospice setting,Exceptions/unclassified,false,75-84,Male,0.0,0.0,21,6
2020,Professional,Nursing facility / hospice setting,Exceptions/unclassified,false,85+,Female,0.0,0.0,3,1
2020,Professional,Nursing facility / hospice setting,Exceptions/unclassified,false,85+,Male,0.0,0.0,8,3
2020,Professional,Nursing facility / hospice setting,Exceptions/unclassified,false,<65,Female,0.0,0.0,18,8
2020,Professional,Nursing facility / hospice setting,Exceptions/unclassified,false,<65,Male,984.89,787.91,13,6
2020,Professional,Nursing facility / hospice setting,Exceptions/unclassified,true,65-74,Female,0.0,0.0,4,1
2020,Professional,Nursing facility / hospice setting,Exceptions/unclassified,true,85+,Female,0.0,0.0,2,1
2020,Professional,Nursing facility / hospice setting,Exceptions/unclassified,true,<65,Male,0.0,0.0,2,1
2020,Professional,Nursing facility / hospice setting,Unclassified,false,65-74,Female,22971.83,18466.59,104,8
2020,Professional,Nursing facility / hospice setting,Unclassified,false,65-74,Male,15240.619999999999,10701.57,78,7
